CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1253735	703191	CHEMBL1253735	703191		(+/-)-1b	359.2	2.76	38.33	0	COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(I)cc2	5130961	IC50	=	11	nM	7.96	IC50	=	11	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	698572	CHEMBL1647747	B	Inhibition of [3H]dopamine uptake at human DAT expressed in mouse N2A cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	54672	CHEMBL1641574	21129986	Bioorg. Med. Chem.	2011	19	1	504			
CHEMBL3323173	1785744	CHEMBL3323173	1785744		10a	293.43	4.68	31.47	0	CN1CC(c2ccc3sccc3c2)c4ccc(C)cc4C1	15025710	IC50	=	12	nM	7.92	IC50	=	12	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450411	CHEMBL3379355	B	Displacement of [3H]WIN 35,428 from human DAT expressed in HEK293E cells after 1 hr by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	90560	CHEMBL3351632	25050161	ACS Med. Chem. Lett.	2014	5	7	760			
CHEMBL2111613	1383864	CHEMBL2111613	1383864		8b	294.39	4.47	26.3	0	COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c3ccc4ccccc4c3	551501	IC50	=	12	nM	7.92	IC50	=	12	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61357	CHEMBL673259	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			15550	CHEMBL1133606	10956207	J. Med. Chem.	2000	43	16	2982			
CHEMBL279556	21086	CHEMBL279556	21086		BTCP	299.47	5.69	31.47	1	C1CCN(CC1)C2(CCCCC2)c3cc4ccccc4s3	2573354	IC50	=	12	nM	7.92	IC50	=	12	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	488305	CHEMBL983910	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	43854	CHEMBL1155111	18588282	J. Med. Chem.	2008	51	14	4150			
CHEMBL186447	311166	CHEMBL186447	311166		4c	294.8	3.88	51.6	0	COC(=O)C1=C(CC2CCC1S2)c3ccc(Cl)cc3	1459588	IC50	=	13	nM	7.89	IC50	=	13	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305747	CHEMBL829419	B	Inhibition of [3H]WIN-35428 binding to human dopamine transporter (hDAT)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	20342	CHEMBL1138717	15546718	Bioorg. Med. Chem. Lett.	2004	14	24	6007			
CHEMBL512685	447746	CHEMBL1187630	661580		2f	372.5	5.91	29.27	1	Cl.CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4onc(c4)c5ccc(C)cc5	2452646	IC50	=	13	nM	7.89	IC50	=	13	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	492350	CHEMBL948346	B	Displacement of [3H]WIN-35428 from DAT	1	Scientific Literature				Intermediate	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			43750	CHEMBL1155007	18556210	Bioorg. Med. Chem.	2008	16	14	6682			
CHEMBL338566	205088	CHEMBL338566	205088		2g	383.46	3.89	38.76	0	COC(=O)C1[C@H](CC2CCC1N2C)OC(c3ccccc3)c4ccc(F)cc4	629549	IC50	=	13.2	nM	7.88	IC50	=	13.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61354	CHEMBL673256	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter in the cynomolgus (macaca fascicularis) monkey caudate-putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			13582	CHEMBL1129654	8558504	J. Med. Chem.	1996	39	2	371			
CHEMBL132082	218936	CHEMBL132082	218936		41	314.77	2.95	45.06	0	COc1ccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c2c1	427245	IC50	=	16.7	nM	7.78	IC50	=	16.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61503	CHEMBL672997	F	Inhibition of dopamine uptake in HEK cells expressing human dopamine transporter (hDAT)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	16613	CHEMBL1135775	12213053	J. Med. Chem.	2002	45	19	4097			
CHEMBL263770	357101	CHEMBL263770	357101		2	665.92	9.3	83.61	2	Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccc(NC(=O)CCCCCCCCCCS)cc3)CC2)c4ccc(F)cc4	1761243	IC50	=	18	nM	7.74	IC50	=	18	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	405516	CHEMBL869861	B	Inhibition of [3H]dopamine uptake at dopamine transporter	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	31796	CHEMBL1149518	16784853	Bioorg. Med. Chem. Lett.	2006	16	17	4664			
CHEMBL26320	35586	CHEMBL26320	35586		GBR-12935	414.58	5.7	15.71	1	C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4	392738	IC50	=	18	nM	7.74	IC50	=	.018	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61511	CHEMBL670828	B	Inhibition of [3H]dopamine reuptake in HEK293 cells expressing human dopamine transporter	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	15623	CHEMBL1133662	10649976	J. Med. Chem.	2000	43	2	205	722	CHEMBL3307715	HEK293
CHEMBL343369	229356	CHEMBL343369	229356	Rhenium complex	4						1092649	IC50	=	20.3	nM	7.69	IC50	=	20.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61516	CHEMBL675998	B	The compound was tested in vitro for low binding affinity for the Dopamine transporter (DAT) using competitive binding assay.	1	Scientific Literature				Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14687	CHEMBL1131616	9804682	J. Med. Chem.	1998	41	23	4429			
CHEMBL88792	145096	CHEMBL88792	145096		6d (O-1159)	325.2	3.06	35.53	0	COC(=O)C1C2CCC(CC1c3ccc(Br)cc3)O2	574839	IC50	=	22	nM	7.66	IC50	=	22	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61358	CHEMBL673260	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14058	CHEMBL1130119	9276012	J. Med. Chem.	1997	40	17	2661			
CHEMBL2430697	1582746	CHEMBL2430697	1582746		2r	271.74	3.14	29.1	0	Clc1cccc(c1)C2CNC(=O)C2c3ccccc3	13468967	IC50	=	22.7	nM	7.64	IC50	=	22.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	983923	CHEMBL2433692	B	Displacement of [3H]Win35428 from human recombinant DAT over-expressed in CHOK1 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	75041	CHEMBL2429823	24012181	Bioorg. Med. Chem. Lett.	2013	23	20	5515	485	CHEMBL3307512	CHO-K1
CHEMBL1790051	1153682	CHEMBL83729	133501		18a	259.34	2.59	29.54	0	Cl.COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccccc3)N2C	584699	IC50	=	23	nM	7.64	IC50	=	23	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61485	CHEMBL672387	B	inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.	1	Scientific Literature	Cercopithecidae		9527	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14058	CHEMBL1130119	9276012	J. Med. Chem.	1997	40	17	2661			
CHEMBL2407327	1571729	CHEMBL3039971	1592782		13a	314.25	4.18	29.1	0	Cl.CCCC(=O)C(C1CCNCC1)c2ccc(Cl)c(Cl)c2	13391339	IC50	=	26	nM	7.59	IC50	=	26	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	974161	CHEMBL2411003	B	Displacement of [3H]-dopamine from human DAT expressed in CHO cells by TopCounting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	74333	CHEMBL2406994	23769168	Bioorg. Med. Chem.	2013	21	15	4600	449	CHEMBL3308072	CHO
CHEMBL375118	365750	CHEMBL375118	365750		(RR/SS)-10p	277.83	4.87	12.03	0	Clc1ccc(cc1)C(C2CCCC2)C3CCCCN3	1802020	IC50	=	27	nM	7.57	IC50	=	27	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	423468	CHEMBL911125	B	Inhibition of [3H]DA uptake at human DAT expressing HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	34825	CHEMBL1139231	17228864	J. Med. Chem.	2007	50	2	219	722	CHEMBL3307715	HEK293
CHEMBL3703729	2037066	CHEMBL3703729	2037066		10	452.3	6.4	37.81	1	CC1(C)NCC(c2ccc(Cl)c(Cl)c2)c3ccc(cc13)c4ccc(nn4)C(F)(F)F	15871166	IC50	=	28	nM	7.55	IC50	=	28	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528271	CHEMBL3705438	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 uM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94873	CHEMBL3639176			2015						
CHEMBL1684043	1074273	CHEMBL1684043	1074273		(+/-)-8	286.24	5.08	26.02	1	CCC(N)C1(CCCCC1)c2ccc(Cl)c(Cl)c2	5239337	IC50	=	29	nM	7.54	IC50	=	29	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	726961	CHEMBL1686821	B	Inhibition of [3H]dopamine reuptake at human recombinant DAT expressed in COS-7 cells by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	55749	CHEMBL1681689	21310612	Bioorg. Med. Chem. Lett.	2011	21	5	1434	643	CHEMBL3307648	COS-7
CHEMBL336613	218269	CHEMBL336613	218269		26	268.74	3.35	15.6	0	Clc1ccc(cc1)C2N3CCN=C3c4ccccc24	430888	IC50	=	29.7	nM	7.53	IC50	=	29.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61494	CHEMBL672394	B	Displacement of [3H]WIN-35428 from Dopamine Transporter of guinea pig striatal membrane	1	Scientific Literature	Cavia porcellus		10141	Expert	BAO_0000019	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			16613	CHEMBL1135775	12213053	J. Med. Chem.	2002	45	19	4097			
CHEMBL566050	582939	CHEMBL566050	582939		2x	302.24	4.76	29.1	0	CCCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1	3117512	IC50	=	31	nM	7.51	IC50	=	31	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	610769	CHEMBL1064404	B	Inhibition of [3H]dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	49703	CHEMBL1157604	20158204	J. Med. Chem.	2010	53	5	2204	722	CHEMBL3307715	HEK293
CHEMBL3703727	2037064	CHEMBL3703727	2037064		5	336.82	3.58	63.83	0	Nc1ccc(nn1)c2ccc3C(CNCc3c2)c4ccc(Cl)cc4	15871164	IC50	=	31.2	nM	7.51	IC50	=	31.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528271	CHEMBL3705438	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 uM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94873	CHEMBL3639176			2015						
CHEMBL315172	142150	CHEMBL315172	142150		17b	325.4	2.4	49.77	0	COC(=O)C1C2C[C@H](O)C(CC1c3ccc4ccccc4c3)N2C	770272	IC50	=	32	nM	7.49	IC50	=	32	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61359	CHEMBL673261	B	Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			16050	CHEMBL1134553	11472216	J. Med. Chem.	2001	44	16	2619			
CHEMBL2171415	1430909	CHEMBL2219929	1449740		6aq	274.19	3.34	21.26	0	Cl.CCCOC(C1CNC1)c2ccc(Cl)c(Cl)c2	12102006	IC50	=	32	nM	7.49	IC50	=	32	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	863323	CHEMBL2176359	B	Inhibition of human DAT expressed in HEK293 cells assessed as inhibition of dopamine reuptake after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	66002	CHEMBL2169882	22938049	J. Med. Chem.	2012	55	18	8188	722	CHEMBL3307715	HEK293
CHEMBL569465	582976	CHEMBL569465	582976		1p	267.79	4.1	29.1	0	CCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	2990823	IC50	=	33	nM	7.48	IC50	=	33	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	595698	CHEMBL1041761	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	49019	CHEMBL1156106	19821577	J. Med. Chem.	2009	52	21	6768	722	CHEMBL3307715	HEK293
CHEMBL444592	183166	CHEMBL444592	183166		4b	420.54	6.05	15.27	1	Fc1ccc(cc1)C(NCCC2CCN(Cc3ccccc3)CC2)c4ccc(F)cc4	592275	IC50	=	33	nM	7.48	IC50	=	33	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61507	CHEMBL670825	B	Affinity was evaluated using [3H]WIN-35428 (radioligand) on Cloned human Dopamine transporter expressed in HEK cells	1	Scientific Literature				Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14556	CHEMBL1131067	9703474	J. Med. Chem.	1998	41	17	3293			
CHEMBL2430682	1582731	CHEMBL2430682	1582731		2c	306.19	3.8	29.1	0	Clc1ccc(cc1)C2C(CNC2=O)c3cccc(Cl)c3	13468980	IC50	=	33.1	nM	7.48	IC50	=	33.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	983923	CHEMBL2433692	B	Displacement of [3H]Win35428 from human recombinant DAT over-expressed in CHOK1 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	75041	CHEMBL2429823	24012181	Bioorg. Med. Chem. Lett.	2013	23	20	5515	485	CHEMBL3307512	CHO-K1
CHEMBL3310482	1779582	CHEMBL3310482	1779582		2ap	305.77	4	21.26	0	Fc1cc(ccc1Cl)C(CC2CNC2)Oc3ccccc3	15002225	IC50	=	33.1	nM	7.48	IC50	=	33.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1455468	CHEMBL3363900	B	Inhibition of DA reuptake at human DAT expressed in HEK293 cells after 15 mins by fluorescence neurotransmitter transporter assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	90376	CHEMBL3352322	24974340	Bioorg. Med. Chem. Lett.	2014	24	15	3234			
CHEMBL227233	382985	CHEMBL227233	382985		4h	424.99	5.57	53.6	1	COc1ccc(cc1)c2cnc(s2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(Cl)cc5)N4C	1911466	IC50	=	38	nM	7.42	IC50	=	38	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440429	CHEMBL890743	F	Inhibition of human DAT in HEK cells assessed as [3H]dopamine reuptake	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	36158	CHEMBL1146223	17602602	J. Med. Chem.	2007	50	15	3686			
CHEMBL336940	218935	CHEMBL336940	218935		42	314.77	2.95	45.06	0	COc1cccc2c1C3=NCCN3C2(O)c4ccc(Cl)cc4	403252	IC50	=	42	nM	7.38	IC50	=	42	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61503	CHEMBL672997	F	Inhibition of dopamine uptake in HEK cells expressing human dopamine transporter (hDAT)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	16613	CHEMBL1135775	12213053	J. Med. Chem.	2002	45	19	4097			
CHEMBL103919	165996	CHEMBL103919	165996		10a	313.22	4.89	26.3	0	COC(=O)[C@@H]1C2CCC(C2)CC1c3ccc(Cl)c(Cl)c3	550251	IC50	=	42	nM	7.38	IC50	=	42	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61357	CHEMBL673259	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			15550	CHEMBL1133606	10956207	J. Med. Chem.	2000	43	16	2982			
CHEMBL388760	382984	CHEMBL388760	382984		4g	439.96	5.48	90.19	1	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5cccc(c5)[N+](=O)[O-]	1911467	IC50	=	45	nM	7.35	IC50	=	45	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440429	CHEMBL890743	F	Inhibition of human DAT in HEK cells assessed as [3H]dopamine reuptake	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	36158	CHEMBL1146223	17602602	J. Med. Chem.	2007	50	15	3686			
CHEMBL287904	57530	CHEMBL287904	57530		19	287.18	4.76	26.3	0	COC(=O)C(C1CCCC1)c2ccc(Cl)c(Cl)c2	1166305	IC50	=	47	nM	7.33	IC50	=	47	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61355	CHEMBL673257	B	Inhibition of [3H]WIN-35428 Binding to the Dopamine Transporter in Rhesus (Macaca mulatta) orCynomolgus Monkey (Macaca fascicularis) Caudate-Putamen	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			17478	CHEMBL1136769	12672255	J. Med. Chem.	2003	46	8	1538			
CHEMBL330228	142826	CHEMBL330228	142826		33	344.23	2.82	49.77	0	COC(=O)C1C(CC2C[C@@H](O)C1N2C)c3ccc(Cl)c(Cl)c3	770275	IC50	=	48	nM	7.32	IC50	=	48	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61359	CHEMBL673261	B	Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			16050	CHEMBL1134553	11472216	J. Med. Chem.	2001	44	16	2619			
CHEMBL1642913	1057395	CHEMBL1642913	1057395		21b	320.26	5.15	26.02	1	NCC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	5129237	IC50	=	50	nM	7.3	IC50	=	50	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	699306	CHEMBL1647126	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in CHOK1 cells by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	54756	CHEMBL1641414	21093273	Bioorg. Med. Chem.	2011	19	1	663	485	CHEMBL3307512	CHO-K1
CHEMBL381792	341302	CHEMBL381792	341302		17	399.33	3.91	66.58	0	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(NS(=O)(=O)C)cc13	1694390	IC50	=	55	nM	7.26	IC50	=	55	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	339939	CHEMBL862305	B	Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	30861	CHEMBL1139648	16314097	Bioorg. Med. Chem. Lett.	2006	16	5	1434	722	CHEMBL3307715	HEK293
CHEMBL121857	204962	CHEMBL121857	204962		2k	491.36	4.26	38.76	0	COC(=O)C1[C@H](CC2CCC1N2C)OC(c3ccccc3)c4ccc(I)cc4	625534	IC50	=	55.9	nM	7.25	IC50	=	55.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61354	CHEMBL673256	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter in the cynomolgus (macaca fascicularis) monkey caudate-putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			13582	CHEMBL1129654	8558504	J. Med. Chem.	1996	39	2	371			
